time,v(N001),v(N002),v(N003),v(N004),v(N005)
0.0,4.49946297e-28,0.0,-5.24852323e-19,3.50958111e-27,1.1220356e-28
5e-06,1.25465892e-05,0.025,0.000731631079,0.000731475901,0.0124970397
5.42126246e-06,1.36925e-05,0.0271063123,0.000756461541,0.000756297563,0.0135500984
6.26378737e-06,1.61618016e-05,0.0313189369,0.000778625027,0.00077844648,0.0156563296
7.9488372e-06,2.21646495e-05,0.039744186,0.000780009245,0.000779801313,0.0198689733
1.13189369e-05,3.84255358e-05,0.0565946843,0.000795060186,0.000794754793,0.0282942279
1.80591362e-05,8.79610706e-05,0.0902956808,0.000837905028,0.000837102491,0.0451447558
3.15395348e-05,0.000255030064,0.157697674,0.0010058688,0.000996119597,0.0788457866
5.8500332e-05,0.000860711509,0.29250166,0.00422204431,0.00162718608,0.146247868
8.66696417e-05,0.00187969298,0.433348208,0.0661952537,0.00355979503,0.216671278
0.000113615117,0.00322272718,0.568075584,0.195223936,0.00515925218,0.284034912
0.000154390962,0.0059371826,0.771954811,0.403869214,0.00762601396,0.385974692
0.000195728953,0.00952456931,0.978644764,0.610061922,0.0112282001,0.489319689
0.000278404934,0.0192076184,1.39202467,1.0272854,0.0207134108,0.696009851
0.000443756897,0.0485040456,2.21878448,1.85614127,0.049894235,1.10938993
0.000721878448,0.127114152,3.60939224,3.25211571,0.128261581,1.80469416
0.001,0.24171264,5.0,4.64313623,0.242787712,2.49999819
0.00105,0.265385699,5.0,4.694677,0.265368831,2.5000004
0.00115,0.312496199,5.0,4.77006892,0.312390072,2.50000043
0.00135,0.405317764,5.0,4.86126189,0.405222731,2.50000039
0.00175,0.585500816,5.0,5.03851255,0.585399943,2.50000041
0.00225,0.800841561,5.0,5.24986426,0.800753303,2.50000036
0.00275,1.0056779,5.0,5.45215206,1.00558348,2.50000039
0.00325,1.20052225,5.0,5.64436981,1.20043888,2.50000034
0.00375,1.385862,5.0,5.8269729,1.38577223,2.50000037
0.00425,1.56216081,5.0,6.0004644,1.56208177,2.50000032
0.00475,1.72985969,5.0,6.16525527,1.72977399,2.50000035
0.00525,1.88937816,5.0,6.32180387,1.88930285,2.50000031
0.00575,2.04111524,5.0,6.47047897,2.04103298,2.50000034
0.00625,2.18545053,5.0,6.61169814,2.18537829,2.5000003
0.00675,2.32274508,5.0,6.74579197,2.32266555,2.50000033
0.00725,2.45334235,5.0,6.87314166,2.45327236,2.50000029
0.00775,2.57756902,5.0,6.99404209,2.57749128,2.50000032
0.00825,2.69573586,5.0,7.1087437,2.69566693,2.50000028
0.00875,2.80813817,5.0,7.08916715,2.80798052,2.50000065
0.00925,2.91505149,5.0,4.60882221,2.9133206,2.50001718
0.00961784801,2.99035686,5.0,4.51738015,2.99060946,2.50009188
0.00995735376,3.05742011,5.0,4.46779357,3.04640372,2.50246281
0.0104021161,3.14178414,5.0,4.41818949,3.10432946,2.51261684
0.0109021161,3.23199482,5.0,4.39524074,3.14845189,2.53139628
0.0114021161,3.31746076,5.0,4.38426925,3.18403788,2.55745549
0.0119021161,3.39840424,5.0,4.37615431,3.21633541,2.58097734
0.0124021161,3.47506476,5.0,4.36938985,3.24838522,2.60636435
0.0129021161,3.54766559,5.0,4.36467085,3.27633542,2.62947842
0.0134021161,3.61642049,5.0,4.3603,3.30486937,2.6535821
0.0139021161,3.68153265,5.0,4.35705476,3.32967167,2.67507359
0.0144021161,3.74319465,5.0,4.35394725,3.35526685,2.6975009
0.0149021161,3.80158919,5.0,4.35156166,3.37736268,2.71715461
0.0154021161,3.85688931,5.0,4.34921307,3.4004019,2.73779079
0.0159021161,3.90925898,5.0,4.34738192,3.42010359,2.75561131
0.0164021161,3.95885347,5.0,4.34553526,3.44087497,2.77448703
0.0169021161,4.00581987,5.0,4.34408701,3.45843931,2.79055872
0.0174021161,4.05029747,5.0,4.34259417,3.47718358,2.80776604
0.0179021161,4.09241819,5.0,4.34142389,3.49283315,2.82220586
0.0184021161,4.13230693,5.0,4.34019203,3.50976036,2.83786149
0.0189021161,4.170082,5.0,4.33923122,3.52369231,2.85079751
0.0194021161,4.20585542,5.0,4.33819852,3.53898898,2.86502569
0.0199021161,4.23973327,5.0,4.33740016,3.55137948,2.87658657
0.0204021161,4.27181602,5.0,4.33652346,3.56521243,2.88951057
0.0209021161,4.3021988,5.0,4.33585395,3.57621949,2.89982032
0.0214021161,4.3309717,5.0,4.33510202,3.58873839,2.9115582
0.0219021161,4.35822003,5.0,4.33453658,3.59850392,2.92073356
0.0224021161,4.38402459,5.0,4.33388612,3.60984316,2.93139609
0.0229021161,4.40846188,5.0,4.333406,3.61849465,2.93954548
0.0234021161,4.43160435,5.0,4.33283919,3.62877499,2.94923529
0.0239021161,4.45352063,5.0,4.33242986,3.63642696,2.95645842
0.0244021161,4.47427568,5.0,4.33193281,3.64575686,2.96526983
0.0249021161,4.49393103,5.0,4.33158283,3.65251219,2.97165787
0.0254021161,4.51254496,5.0,4.33114451,3.66098906,2.97967703
0.0259021161,4.53017265,5.0,4.3308447,3.66694015,2.98531295
0.0264021161,4.54686635,5.0,4.33045622,3.67465146,2.99261824
0.0269021161,4.56267557,5.0,4.33019915,3.67988124,2.99757736
0.0274021161,4.57764715,5.0,4.32985328,3.68690554,3.00423988
0.0279021161,4.59182548,5.0,4.32963284,3.69148846,3.00859035
0.0284021161,4.6052526,5.0,4.32932358,3.69789625,3.01467444
0.0289021161,4.61796831,5.0,4.3291347,3.70189912,3.01847785
0.0294021161,4.63001029,5.0,4.32885709,3.70775366,3.02404165
0.0299021161,4.64141426,5.0,4.32869554,3.71123646,3.02735358
0.0304021161,4.652214,5.0,4.32844538,3.71659453,3.03244956
0.0309021161,4.66244155,5.0,4.32830759,3.71961105,3.03532009
0.0314021161,4.6721272,5.0,4.32808136,3.72452359,3.03999554
0.0319021161,4.68129969,5.0,4.32796428,3.7271221,3.04246979
0.0324021161,4.68998618,5.0,4.32775897,3.73163481,3.04676728
0.0329021161,4.69821245,5.0,4.32766001,3.73385861,3.04888586
0.0334021161,4.70600286,5.0,4.32747305,3.7380125,3.05284373
0.0339021161,4.71338052,5.0,4.32738999,3.73990044,3.05464316
0.0344021161,4.72036728,5.0,4.32721916,3.74373229,3.05829588
0.0349021161,4.72698387,5.0,4.32715008,3.74531919,3.05980899
0.0354021161,4.73324989,5.0,4.32699346,3.748862,3.06318758
0.0359021161,4.73918393,5.0,4.32693669,3.75017913,3.06444388
0.0364021161,4.74480356,5.0,4.32679262,3.7534625,3.06757619
0.0369021161,4.75012545,5.0,4.32674673,3.75453788,3.06860221
0.0374021161,4.75516537,5.0,4.32661377,3.75758835,3.07151328
0.0379021161,4.75993826,5.0,4.32657748,3.75844713,3.07233282
0.0384021161,4.76445827,5.0,4.32645436,3.76128851,3.07504515
0.0389021161,4.7687388,5.0,4.32642658,3.76195323,3.07567961
0.0394021161,4.77279254,5.0,4.32631219,3.76460688,3.07821339
0.0399021161,4.7766315,5.0,4.32629195,3.76509776,3.07868197
0.0404021161,4.78026705,5.0,4.32618532,3.76758284,3.08105534
0.0409021161,4.78370999,5.0,4.32617177,3.76791803,3.08137529
0.0414021161,4.78697052,5.0,4.32607205,3.77025172,3.08360454
0.0419021161,4.79005829,5.0,4.32606443,3.77044747,3.08379133
0.0424021161,4.79298246,5.0,4.32597087,3.77264518,3.08589108
0.0429021161,4.79575171,5.0,4.32596853,3.77271609,3.0859586
0.0434021161,4.79837423,5.0,4.32588044,3.77479164,3.08794196
0.0439021161,4.8008578,5.0,4.32588279,3.77475079,3.08790269
0.0444021161,4.80320979,5.0,4.32579961,3.77671658,3.08978145
0.0449021161,4.80543716,5.0,4.32580613,3.7765757,3.08964656
0.0454021161,4.80754652,5.0,4.32572732,3.77844284,3.09143128
0.0459021161,4.80954413,5.0,4.32573756,3.77821246,3.09121082
0.0464021161,4.81143589,5.0,4.32566266,3.77999093,3.09291099
0.0469021161,4.81322742,5.0,4.3256762,3.77968047,3.09261396
0.0474021161,4.81492404,5.0,4.32560481,3.78137921,3.09423809
0.0479021161,4.81653076,5.0,4.32562129,3.78099715,3.09387257
0.0484021161,4.81805235,5.0,4.32555303,3.78262419,3.0954283
0.0489021161,4.81949333,5.0,4.32557213,3.78217811,3.09500154
0.0494021161,4.82085796,5.0,4.32550668,3.78374063,3.09649571
0.0499021161,4.82215029,5.0,4.32552811,3.78323734,3.09601421
0.0504021161,4.82337414,5.0,4.32546518,3.7847418,3.09745298
0.050701058,4.82407456,5.0,4.32549625,3.78400508,3.09674825
0.051,4.82475255,5.0,4.32544254,3.78528914,3.09797637
0.0510158955,4.82465614,4.92052226,4.24532623,3.76033943,3.07233698
0.0510476866,4.82420016,4.76156679,4.0851534,3.71186749,3.02254269
0.0511112688,4.82171462,4.44365584,3.76490078,3.6142869,2.92241222
0.0512384332,4.81050295,3.80783395,3.12493778,3.41619505,2.71976828
0.051492762,4.76246291,2.53619017,1.86757851,2.42459903,1.74233423
0.051746381,4.68025039,1.26809508,0.694228393,1.27399809,0.660168112
0.052,4.56538397,0.0,0.0393405607,0.62323642,0.0162323723
0.0520350745,4.54740995,0.0,0.039260551,0.623037585,0.0161591803
0.0521052236,4.51160574,0.0,0.0391140465,0.622651512,0.0160133409
0.0522455218,4.44085354,0.0,0.0388246269,0.621883942,0.0157251689
0.052526118,4.30270626,0.0,0.0382595548,0.620366617,0.015162575
0.053026118,4.06723758,0.0,0.0372965856,0.617713238,0.0142039237
0.053526118,3.8448783,0.0,0.0363875644,0.615067922,0.0132992192
0.054026118,3.63489769,0.0,0.0355294782,0.612458879,0.0124453363
0.054526118,3.43660584,0.0,0.0347193996,0.609884265,0.0116394417
0.055026118,3.24935128,0.0,0.0339547472,0.607340261,0.0108788689
0.055526118,3.07251884,0.0,0.0332328984,0.604823097,0.0101611001
0.056026118,2.90552762,0.0,0.0325515762,0.602328896,0.00948375944
0.056526118,2.74782909,0.0,0.0319084183,0.599853932,0.00884460359
0.057026118,2.59890527,0.0,0.0313014218,0.597394315,0.00824151568
0.057526118,2.45826702,0.0,0.0307284531,0.594946277,0.00767249717
0.058026118,2.32545246,0.0,0.030187758,0.592505811,0.00713566268
0.058526118,2.20002543,0.0,0.0296774025,0.590068996,0.00662923237
0.059026118,2.08157405,0.0,0.0291958595,0.587631582,0.0061515278
0.059526118,1.96970938,0.0,0.0287413681,0.585189358,0.00570096479
0.060026118,1.86406414,0.0,0.02831261,0.582737666,0.00527605017
0.060526118,1.76429148,0.0,0.0279079723,0.580271821,0.00487537503
0.061026118,1.67006385,0.0,0.0275263311,0.577786542,0.00449761245
0.061526118,1.58107196,0.0,0.0271661979,0.575276419,0.00414151102
0.062026118,1.49702367,0.0,0.0268266323,0.572735242,0.0038058935
0.062526118,1.41764312,0.0,0.0265062474,0.570156524,0.00348965067
