 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 1.34280000e-02  1.34280000e-02  5.00000000e+00  8.34770994e-03  1.51993188e+00  8.77550181e-01  3.14491870e+00  6.45189763e-02 
 1.35280000e-02  1.35280000e-02  5.00000000e+00  7.98551473e-03  1.51981833e+00  8.77518577e-01  3.15023138e+00  6.96283945e-02 
 1.36280000e-02  1.36280000e-02  5.00000000e+00  7.59180435e-03  1.51970611e+00  8.77484483e-01  3.15528258e+00  7.44612831e-02 
 1.37280000e-02  1.37280000e-02  5.00000000e+00  7.16813258e-03  1.51959570e+00  8.77448035e-01  3.16005329e+00  7.89994704e-02 
 1.38280000e-02  1.38280000e-02  5.00000000e+00  6.71617147e-03  1.51948754e+00  8.77409376e-01  3.16452596e+00  8.32263522e-02 
 1.39280000e-02  1.39280000e-02  5.00000000e+00  6.23770470e-03  1.51938208e+00  8.77368658e-01  3.16868377e+00  8.71260496e-02 
 1.40280000e-02  1.40280000e-02  5.00000000e+00  5.73462056e-03  1.51927976e+00  8.77326042e-01  3.17251147e+00  9.06843420e-02 
 1.41280000e-02  1.41280000e-02  5.00000000e+00  5.20890449e-03  1.51918100e+00  8.77281693e-01  3.17599461e+00  9.38878201e-02 
 1.42280000e-02  1.42280000e-02  5.00000000e+00  4.66263125e-03  1.51908621e+00  8.77235785e-01  3.17912040e+00  9.67248111e-02 
 1.43280000e-02  1.43280000e-02  5.00000000e+00  4.09795674e-03  1.51899577e+00  8.77188498e-01  3.18187695e+00  9.91845266e-02 
 1.44280000e-02  1.44280000e-02  5.00000000e+00  3.51710946e-03  1.51891007e+00  8.77140015e-01  3.18425411e+00  1.01257980e-01 
 1.45280000e-02  1.45280000e-02  5.00000000e+00  2.92238177e-03  1.51882946e+00  8.77090525e-01  3.18624264e+00  1.02937129e-01 
 1.46280000e-02  1.46280000e-02  5.00000000e+00  2.31612076e-03  1.51875426e+00  8.77040221e-01  3.18783517e+00  1.04215784e-01 
 1.47280000e-02  1.47280000e-02  5.00000000e+00  1.70071909e-03  1.51868480e+00  8.76989298e-01  3.18902526e+00  1.05088751e-01 
 1.48280000e-02  1.48280000e-02  5.00000000e+00  1.07860545e-03  1.51862135e+00  8.76937954e-01  3.18980839e+00  1.05552724e-01 
 1.49280000e-02  1.49280000e-02  5.00000000e+00  4.52235051e-04  1.51856417e+00  8.76886389e-01  3.19018103e+00  1.05605427e-01 
 1.50280000e-02  1.50280000e-02  5.00000000e+00 -1.75920113e-04  1.51851351e+00  8.76834805e-01  3.19014157e+00  1.05246501e-01 
 1.51280000e-02  1.51280000e-02  5.00000000e+00 -8.03381001e-04  1.51846955e+00  8.76783402e-01  3.18968947e+00  1.04476636e-01 
 1.52280000e-02  1.52280000e-02  5.00000000e+00 -1.42767131e-03  1.51843248e+00  8.76732380e-01  3.18882610e+00  1.03298452e-01 
 1.53280000e-02  1.53280000e-02  5.00000000e+00 -2.04632726e-03  1.51840244e+00  8.76681940e-01  3.18755390e+00  1.01715624e-01 
 1.54280000e-02  1.54280000e-02  5.00000000e+00 -2.65690728e-03  1.51837956e+00  8.76632279e-01  3.18587726e+00  9.97337569e-02 
 1.55280000e-02  1.55280000e-02  5.00000000e+00 -3.25700171e-03  1.51836391e+00  8.76583592e-01  3.18380163e+00  9.73595020e-02 
 1.56280000e-02  1.56280000e-02  5.00000000e+00 -3.84424223e-03  1.51835555e+00  8.76536071e-01  3.18133440e+00  9.46014213e-02 
 1.57280000e-02  1.57280000e-02  5.00000000e+00 -4.41631129e-03  1.51835450e+00  8.76489903e-01  3.17848400e+00  9.14690972e-02 
 1.58280000e-02  1.58280000e-02  5.00000000e+00 -4.97095119e-03  1.51836077e+00  8.76445270e-01  3.17526077e+00  8.79739884e-02 
 1.59280000e-02  1.59280000e-02  5.00000000e+00 -5.50597301e-03  1.51837431e+00  8.76402351e-01  3.17167607e+00  8.41285287e-02 
 1.60280000e-02  1.60280000e-02  5.00000000e+00 -6.01926528e-03  1.51839505e+00  8.76361316e-01  3.16774312e+00  7.99469728e-02 
 1.61280000e-02  1.61280000e-02  5.00000000e+00 -6.50880225e-03  1.51842289e+00  8.76322330e-01  3.16347607e+00  7.54444850e-02 
 1.62280000e-02  1.62280000e-02  5.00000000e+00 -6.97265196e-03  1.51845772e+00  8.76285548e-01  3.15889090e+00  7.06379736e-02 
 1.63280000e-02  1.63280000e-02  5.00000000e+00 -7.40898379e-03  1.51849938e+00  8.76251120e-01  3.15400443e+00  6.55451680e-02 
 1.64280000e-02  1.64280000e-02  5.00000000e+00 -7.81607575e-03  1.51854768e+00  8.76219185e-01  3.14883520e+00  6.01854415e-02 
 1.65280000e-02  1.65280000e-02  5.00000000e+00 -8.19232123e-03  1.51860242e+00  8.76189873e-01  3.14340252e+00  5.45788765e-02 
 1.66280000e-02  1.66280000e-02  5.00000000e+00 -8.53623536e-03  1.51866336e+00  8.76163304e-01  3.13772728e+00  4.87470746e-02 
 1.67280000e-02  1.67280000e-02  5.00000000e+00 -8.84646086e-03  1.51873024e+00  8.76139589e-01  3.13183099e+00  4.27122096e-02 
 1.68280000e-02  1.68280000e-02  5.00000000e+00 -9.12177343e-03  1.51880279e+00  8.76118826e-01  3.12573662e+00  3.64978259e-02 
 1.69280000e-02  1.69280000e-02  5.00000000e+00 -9.36108653e-03  1.51888071e+00  8.76101102e-01  3.11946762e+00  3.01278786e-02 
 1.70280000e-02  1.70280000e-02  5.00000000e+00 -9.56345569e-03  1.51896366e+00  8.76086493e-01  3.11304871e+00  2.36275208e-02 
 1.71280000e-02  1.71280000e-02  5.00000000e+00 -9.72808227e-03  1.51905132e+00  8.76075063e-01  3.10650491e+00  1.70221320e-02 
 1.72280000e-02  1.72280000e-02  5.00000000e+00 -9.85431655e-03  1.51914333e+00  8.76066861e-01  3.09986233e+00  1.03380948e-02 
 1.73280000e-02  1.73280000e-02  5.00000000e+00 -9.94166034e-03  1.51923929e+00  8.76061930e-01  3.09313622e+00  3.59088837e-03 
 1.74280000e-02  1.74280000e-02  5.00000000e+00 -9.98976894e-03  1.51933883e+00  8.76060292e-01  3.08637754e+00 -3.16843631e-03 
 1.75280000e-02  1.75280000e-02  5.00000000e+00 -9.99845249e-03  1.51944157e+00  8.76061957e-01  3.07959980e+00 -9.92633680e-03 
