 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)        
 1.51280000e-02  1.51280000e-02  5.00000000e+00 -8.03381001e-04  1.13131853e+00  5.03704708e-01  3.92979352e+00  3.34778529e-02 
 1.52280000e-02  1.52280000e-02  5.00000000e+00 -1.42767131e-03  1.13121731e+00  5.03562427e-01  3.92824037e+00  3.18257555e-02 
 1.53280000e-02  1.53280000e-02  5.00000000e+00 -2.04632726e-03  1.13112881e+00  5.03429455e-01  3.92655503e+00  3.00466687e-02 
 1.54280000e-02  1.54280000e-02  5.00000000e+00 -2.65690728e-03  1.13105337e+00  5.03306324e-01  3.92474405e+00  2.81475190e-02 
 1.55280000e-02  1.55280000e-02  5.00000000e+00 -3.25700171e-03  1.13099128e+00  5.03193528e-01  3.92281430e+00  2.61355221e-02 
 1.56280000e-02  1.56280000e-02  5.00000000e+00 -3.84424223e-03  1.13094279e+00  5.03091521e-01  3.92077334e+00  2.40185744e-02 
 1.57280000e-02  1.57280000e-02  5.00000000e+00 -4.41631129e-03  1.13090808e+00  5.03000714e-01  3.91862901e+00  2.18048073e-02 
 1.58280000e-02  1.58280000e-02  5.00000000e+00 -4.97095119e-03  1.13088729e+00  5.02921475e-01  3.91638976e+00  1.95029742e-02 
 1.59280000e-02  1.59280000e-02  5.00000000e+00 -5.50597301e-03  1.13088050e+00  5.02854127e-01  3.91406428e+00  1.71220002e-02 
 1.60280000e-02  1.60280000e-02  5.00000000e+00 -6.01926528e-03  1.13088772e+00  5.02798946e-01  3.91166181e+00  1.46713650e-02 
 1.61280000e-02  1.61280000e-02  5.00000000e+00 -6.50880225e-03  1.13090894e+00  5.02756160e-01  3.90919175e+00  1.21606483e-02 
 1.62280000e-02  1.62280000e-02  5.00000000e+00 -6.97265196e-03  1.13094405e+00  5.02725947e-01  3.90666398e+00  9.59990936e-03 
 1.63280000e-02  1.63280000e-02  5.00000000e+00 -7.40898379e-03  1.13099293e+00  5.02708436e-01  3.90408845e+00  6.99922866e-03 
 1.64280000e-02  1.64280000e-02  5.00000000e+00 -7.81607575e-03  1.13105538e+00  5.02703705e-01  3.90147553e+00  4.36908421e-03 
 1.65280000e-02  1.65280000e-02  5.00000000e+00 -8.19232123e-03  1.13113115e+00  5.02711787e-01  3.89883269e+00  1.71701721e-03 
 1.66280000e-02  1.66280000e-02  5.00000000e+00 -8.53623536e-03  1.13121994e+00  5.02732657e-01  3.89617706e+00 -9.39788960e-04 
 1.67280000e-02  1.67280000e-02  5.00000000e+00 -8.84646086e-03  1.13132141e+00  5.02766223e-01  3.89351835e+00 -3.59163496e-03 
 1.68280000e-02  1.68280000e-02  5.00000000e+00 -9.12177343e-03  1.13143516e+00  5.02812362e-01  3.89086085e+00 -6.23424103e-03 
 1.69280000e-02  1.69280000e-02  5.00000000e+00 -9.36108653e-03  1.13156073e+00  5.02870903e-01  3.88821911e+00 -8.85313066e-03 
 1.70280000e-02  1.70280000e-02  5.00000000e+00 -9.56345569e-03  1.13169763e+00  5.02941620e-01  3.88560383e+00 -1.14376617e-02 
 1.71280000e-02  1.71280000e-02  5.00000000e+00 -9.72808227e-03  1.13184533e+00  5.03024234e-01  3.88302547e+00 -1.39775161e-02 
 1.72280000e-02  1.72280000e-02  5.00000000e+00 -9.85431655e-03  1.13200324e+00  5.03118420e-01  3.88049453e+00 -1.64623293e-02 
 1.73280000e-02  1.73280000e-02  5.00000000e+00 -9.94166034e-03  1.13217075e+00  5.03223806e-01  3.87802116e+00 -1.88821559e-02 
 1.74280000e-02  1.74280000e-02  5.00000000e+00 -9.98976894e-03  1.13234720e+00  5.03339974e-01  3.87561544e+00 -2.12270975e-02 
 1.75280000e-02  1.75280000e-02  5.00000000e+00 -9.99845249e-03  1.13253189e+00  5.03466462e-01  3.87328703e+00 -2.34877642e-02 
 1.76280000e-02  1.76280000e-02  5.00000000e+00 -9.96767671e-03  1.13272410e+00  5.03602768e-01  3.87104543e+00 -2.56548995e-02 
